"group1","variable","variable_level","context","stat_name","stat"
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","ATRIAL HYPERTROPHY","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","ATRIAL HYPERTROPHY","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","ATRIAL HYPERTROPHY","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","ATRIAL HYPERTROPHY","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","ATRIAL HYPERTROPHY","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","ATRIAL HYPERTROPHY","incidence","n_events",0
"Placebo","PT|CARDIAC DISORDERS","ATRIOVENTRICULAR BLOCK FIRST DEGREE","incidence","n_subjects",1
"Placebo","PT|CARDIAC DISORDERS","ATRIOVENTRICULAR BLOCK FIRST DEGREE","incidence","pct_subjects",1.16279069767442
"Placebo","PT|CARDIAC DISORDERS","ATRIOVENTRICULAR BLOCK FIRST DEGREE","incidence","n_events",1
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","ATRIOVENTRICULAR BLOCK FIRST DEGREE","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","ATRIOVENTRICULAR BLOCK FIRST DEGREE","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","ATRIOVENTRICULAR BLOCK FIRST DEGREE","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","ATRIOVENTRICULAR BLOCK FIRST DEGREE","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","ATRIOVENTRICULAR BLOCK FIRST DEGREE","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","ATRIOVENTRICULAR BLOCK FIRST DEGREE","incidence","n_events",0
"Placebo","PT|CARDIAC DISORDERS","ATRIOVENTRICULAR BLOCK SECOND DEGREE","incidence","n_subjects",1
"Placebo","PT|CARDIAC DISORDERS","ATRIOVENTRICULAR BLOCK SECOND DEGREE","incidence","pct_subjects",1.16279069767442
"Placebo","PT|CARDIAC DISORDERS","ATRIOVENTRICULAR BLOCK SECOND DEGREE","incidence","n_events",1
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","ATRIOVENTRICULAR BLOCK SECOND DEGREE","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","ATRIOVENTRICULAR BLOCK SECOND DEGREE","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","ATRIOVENTRICULAR BLOCK SECOND DEGREE","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","ATRIOVENTRICULAR BLOCK SECOND DEGREE","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","ATRIOVENTRICULAR BLOCK SECOND DEGREE","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","ATRIOVENTRICULAR BLOCK SECOND DEGREE","incidence","n_events",0
"Placebo","PT|CARDIAC DISORDERS","BRADYCARDIA","incidence","n_subjects",1
"Placebo","PT|CARDIAC DISORDERS","BRADYCARDIA","incidence","pct_subjects",1.16279069767442
"Placebo","PT|CARDIAC DISORDERS","BRADYCARDIA","incidence","n_events",4
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","BRADYCARDIA","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","BRADYCARDIA","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","BRADYCARDIA","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","BRADYCARDIA","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","BRADYCARDIA","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","BRADYCARDIA","incidence","n_events",0
"Placebo","PT|CARDIAC DISORDERS","BUNDLE BRANCH BLOCK LEFT","incidence","n_subjects",1
"Placebo","PT|CARDIAC DISORDERS","BUNDLE BRANCH BLOCK LEFT","incidence","pct_subjects",1.16279069767442
"Placebo","PT|CARDIAC DISORDERS","BUNDLE BRANCH BLOCK LEFT","incidence","n_events",1
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","BUNDLE BRANCH BLOCK LEFT","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","BUNDLE BRANCH BLOCK LEFT","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","BUNDLE BRANCH BLOCK LEFT","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","BUNDLE BRANCH BLOCK LEFT","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","BUNDLE BRANCH BLOCK LEFT","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","BUNDLE BRANCH BLOCK LEFT","incidence","n_events",0
"Placebo","PT|CARDIAC DISORDERS","BUNDLE BRANCH BLOCK RIGHT","incidence","n_subjects",1
"Placebo","PT|CARDIAC DISORDERS","BUNDLE BRANCH BLOCK RIGHT","incidence","pct_subjects",1.16279069767442
"Placebo","PT|CARDIAC DISORDERS","BUNDLE BRANCH BLOCK RIGHT","incidence","n_events",2
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","BUNDLE BRANCH BLOCK RIGHT","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","BUNDLE BRANCH BLOCK RIGHT","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","BUNDLE BRANCH BLOCK RIGHT","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","BUNDLE BRANCH BLOCK RIGHT","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","BUNDLE BRANCH BLOCK RIGHT","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","BUNDLE BRANCH BLOCK RIGHT","incidence","n_events",0
"Placebo","PT|CARDIAC DISORDERS","CARDIAC FAILURE CONGESTIVE","incidence","n_subjects",1
"Placebo","PT|CARDIAC DISORDERS","CARDIAC FAILURE CONGESTIVE","incidence","pct_subjects",1.16279069767442
"Placebo","PT|CARDIAC DISORDERS","CARDIAC FAILURE CONGESTIVE","incidence","n_events",1
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","CARDIAC FAILURE CONGESTIVE","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","CARDIAC FAILURE CONGESTIVE","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","CARDIAC FAILURE CONGESTIVE","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","CARDIAC FAILURE CONGESTIVE","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","CARDIAC FAILURE CONGESTIVE","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","CARDIAC FAILURE CONGESTIVE","incidence","n_events",0
"Placebo","PT|CARDIAC DISORDERS","MYOCARDIAL INFARCTION","incidence","n_subjects",4
"Placebo","PT|CARDIAC DISORDERS","MYOCARDIAL INFARCTION","incidence","pct_subjects",4.65116279069767
"Placebo","PT|CARDIAC DISORDERS","MYOCARDIAL INFARCTION","incidence","n_events",4
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","MYOCARDIAL INFARCTION","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","MYOCARDIAL INFARCTION","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","MYOCARDIAL INFARCTION","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","MYOCARDIAL INFARCTION","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","MYOCARDIAL INFARCTION","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","MYOCARDIAL INFARCTION","incidence","n_events",0
"Placebo","PT|CARDIAC DISORDERS","SINUS ARRHYTHMIA","incidence","n_subjects",1
"Placebo","PT|CARDIAC DISORDERS","SINUS ARRHYTHMIA","incidence","pct_subjects",1.16279069767442
"Placebo","PT|CARDIAC DISORDERS","SINUS ARRHYTHMIA","incidence","n_events",2
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","SINUS ARRHYTHMIA","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","SINUS ARRHYTHMIA","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","SINUS ARRHYTHMIA","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","SINUS ARRHYTHMIA","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","SINUS ARRHYTHMIA","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","SINUS ARRHYTHMIA","incidence","n_events",0
"Placebo","PT|CARDIAC DISORDERS","SINUS BRADYCARDIA","incidence","n_subjects",2
"Placebo","PT|CARDIAC DISORDERS","SINUS BRADYCARDIA","incidence","pct_subjects",2.32558139534884
"Placebo","PT|CARDIAC DISORDERS","SINUS BRADYCARDIA","incidence","n_events",2
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","SINUS BRADYCARDIA","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","SINUS BRADYCARDIA","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","SINUS BRADYCARDIA","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","SINUS BRADYCARDIA","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","SINUS BRADYCARDIA","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","SINUS BRADYCARDIA","incidence","n_events",0
"Placebo","PT|CARDIAC DISORDERS","SUPRAVENTRICULAR EXTRASYSTOLES","incidence","n_subjects",1
"Placebo","PT|CARDIAC DISORDERS","SUPRAVENTRICULAR EXTRASYSTOLES","incidence","pct_subjects",1.16279069767442
"Placebo","PT|CARDIAC DISORDERS","SUPRAVENTRICULAR EXTRASYSTOLES","incidence","n_events",2
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","SUPRAVENTRICULAR EXTRASYSTOLES","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","SUPRAVENTRICULAR EXTRASYSTOLES","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","SUPRAVENTRICULAR EXTRASYSTOLES","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","SUPRAVENTRICULAR EXTRASYSTOLES","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","SUPRAVENTRICULAR EXTRASYSTOLES","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","SUPRAVENTRICULAR EXTRASYSTOLES","incidence","n_events",0
"Placebo","PT|CARDIAC DISORDERS","TACHYCARDIA","incidence","n_subjects",1
"Placebo","PT|CARDIAC DISORDERS","TACHYCARDIA","incidence","pct_subjects",1.16279069767442
"Placebo","PT|CARDIAC DISORDERS","TACHYCARDIA","incidence","n_events",2
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","TACHYCARDIA","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","TACHYCARDIA","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","TACHYCARDIA","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","TACHYCARDIA","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","TACHYCARDIA","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","TACHYCARDIA","incidence","n_events",0
"Placebo","PT|CARDIAC DISORDERS","VENTRICULAR HYPERTROPHY","incidence","n_subjects",1
"Placebo","PT|CARDIAC DISORDERS","VENTRICULAR HYPERTROPHY","incidence","pct_subjects",1.16279069767442
"Placebo","PT|CARDIAC DISORDERS","VENTRICULAR HYPERTROPHY","incidence","n_events",1
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","VENTRICULAR HYPERTROPHY","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","VENTRICULAR HYPERTROPHY","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","VENTRICULAR HYPERTROPHY","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","VENTRICULAR HYPERTROPHY","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","VENTRICULAR HYPERTROPHY","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","VENTRICULAR HYPERTROPHY","incidence","n_events",0
"Placebo","SOC","EAR AND LABYRINTH DISORDERS","incidence","n_subjects",1
"Placebo","SOC","EAR AND LABYRINTH DISORDERS","incidence","pct_subjects",1.16279069767442
"Placebo","SOC","EAR AND LABYRINTH DISORDERS","incidence","n_events",2
"Zanomaline Low Dose (54 mg)","SOC","EAR AND LABYRINTH DISORDERS","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","SOC","EAR AND LABYRINTH DISORDERS","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","SOC","EAR AND LABYRINTH DISORDERS","incidence","n_events",0
"Zanomaline High Dose (81 mg)","SOC","EAR AND LABYRINTH DISORDERS","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","SOC","EAR AND LABYRINTH DISORDERS","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","SOC","EAR AND LABYRINTH DISORDERS","incidence","n_events",0
"Placebo","PT|EAR AND LABYRINTH DISORDERS","EAR PAIN","incidence","n_subjects",1
"Placebo","PT|EAR AND LABYRINTH DISORDERS","EAR PAIN","incidence","pct_subjects",1.16279069767442
"Placebo","PT|EAR AND LABYRINTH DISORDERS","EAR PAIN","incidence","n_events",2
"Zanomaline Low Dose (54 mg)","PT|EAR AND LABYRINTH DISORDERS","EAR PAIN","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|EAR AND LABYRINTH DISORDERS","EAR PAIN","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|EAR AND LABYRINTH DISORDERS","EAR PAIN","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|EAR AND LABYRINTH DISORDERS","EAR PAIN","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|EAR AND LABYRINTH DISORDERS","EAR PAIN","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|EAR AND LABYRINTH DISORDERS","EAR PAIN","incidence","n_events",0
"Placebo","SOC","EYE DISORDERS","incidence","n_subjects",2
"Placebo","SOC","EYE DISORDERS","incidence","pct_subjects",2.32558139534884
"Placebo","SOC","EYE DISORDERS","incidence","n_events",5
"Zanomaline Low Dose (54 mg)","SOC","EYE DISORDERS","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","SOC","EYE DISORDERS","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","SOC","EYE DISORDERS","incidence","n_events",0
"Zanomaline High Dose (81 mg)","SOC","EYE DISORDERS","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","SOC","EYE DISORDERS","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","SOC","EYE DISORDERS","incidence","n_events",0
"Placebo","PT|EYE DISORDERS","CONJUNCTIVITIS","incidence","n_subjects",1
"Placebo","PT|EYE DISORDERS","CONJUNCTIVITIS","incidence","pct_subjects",1.16279069767442
"Placebo","PT|EYE DISORDERS","CONJUNCTIVITIS","incidence","n_events",2
"Zanomaline Low Dose (54 mg)","PT|EYE DISORDERS","CONJUNCTIVITIS","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|EYE DISORDERS","CONJUNCTIVITIS","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|EYE DISORDERS","CONJUNCTIVITIS","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|EYE DISORDERS","CONJUNCTIVITIS","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|EYE DISORDERS","CONJUNCTIVITIS","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|EYE DISORDERS","CONJUNCTIVITIS","incidence","n_events",0
"Placebo","PT|EYE DISORDERS","EYE ALLERGY","incidence","n_subjects",1
"Placebo","PT|EYE DISORDERS","EYE ALLERGY","incidence","pct_subjects",1.16279069767442
"Placebo","PT|EYE DISORDERS","EYE ALLERGY","incidence","n_events",1
"Zanomaline Low Dose (54 mg)","PT|EYE DISORDERS","EYE ALLERGY","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|EYE DISORDERS","EYE ALLERGY","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|EYE DISORDERS","EYE ALLERGY","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|EYE DISORDERS","EYE ALLERGY","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|EYE DISORDERS","EYE ALLERGY","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|EYE DISORDERS","EYE ALLERGY","incidence","n_events",0
"Placebo","PT|EYE DISORDERS","EYE PRURITUS","incidence","n_subjects",1
"Placebo","PT|EYE DISORDERS","EYE PRURITUS","incidence","pct_subjects",1.16279069767442
"Placebo","PT|EYE DISORDERS","EYE PRURITUS","incidence","n_events",1
"Zanomaline Low Dose (54 mg)","PT|EYE DISORDERS","EYE PRURITUS","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|EYE DISORDERS","EYE PRURITUS","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|EYE DISORDERS","EYE PRURITUS","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|EYE DISORDERS","EYE PRURITUS","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|EYE DISORDERS","EYE PRURITUS","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|EYE DISORDERS","EYE PRURITUS","incidence","n_events",0
"Placebo","PT|EYE DISORDERS","EYE SWELLING","incidence","n_subjects",1
"Placebo","PT|EYE DISORDERS","EYE SWELLING","incidence","pct_subjects",1.16279069767442
"Placebo","PT|EYE DISORDERS","EYE SWELLING","incidence","n_events",1
"Zanomaline Low Dose (54 mg)","PT|EYE DISORDERS","EYE SWELLING","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|EYE DISORDERS","EYE SWELLING","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|EYE DISORDERS","EYE SWELLING","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|EYE DISORDERS","EYE SWELLING","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|EYE DISORDERS","EYE SWELLING","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|EYE DISORDERS","EYE SWELLING","incidence","n_events",0
"Placebo","SOC","GASTROINTESTINAL DISORDERS","incidence","n_subjects",17
"Placebo","SOC","GASTROINTESTINAL DISORDERS","incidence","pct_subjects",19.7674418604651
"Placebo","SOC","GASTROINTESTINAL DISORDERS","incidence","n_events",26
"Zanomaline Low Dose (54 mg)","SOC","GASTROINTESTINAL DISORDERS","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","SOC","GASTROINTESTINAL DISORDERS","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","SOC","GASTROINTESTINAL DISORDERS","incidence","n_events",0
"Zanomaline High Dose (81 mg)","SOC","GASTROINTESTINAL DISORDERS","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","SOC","GASTROINTESTINAL DISORDERS","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","SOC","GASTROINTESTINAL DISORDERS","incidence","n_events",0
"Placebo","PT|GASTROINTESTINAL DISORDERS","ABDOMINAL PAIN","incidence","n_subjects",1
"Placebo","PT|GASTROINTESTINAL DISORDERS","ABDOMINAL PAIN","incidence","pct_subjects",1.16279069767442
"Placebo","PT|GASTROINTESTINAL DISORDERS","ABDOMINAL PAIN","incidence","n_events",1
"Zanomaline Low Dose (54 mg)","PT|GASTROINTESTINAL DISORDERS","ABDOMINAL PAIN","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|GASTROINTESTINAL DISORDERS","ABDOMINAL PAIN","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|GASTROINTESTINAL DISORDERS","ABDOMINAL PAIN","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|GASTROINTESTINAL DISORDERS","ABDOMINAL PAIN","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|GASTROINTESTINAL DISORDERS","ABDOMINAL PAIN","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|GASTROINTESTINAL DISORDERS","ABDOMINAL PAIN","incidence","n_events",0
"Placebo","PT|GASTROINTESTINAL DISORDERS","CONSTIPATION","incidence","n_subjects",1
"Placebo","PT|GASTROINTESTINAL DISORDERS","CONSTIPATION","incidence","pct_subjects",1.16279069767442
"Placebo","PT|GASTROINTESTINAL DISORDERS","CONSTIPATION","incidence","n_events",1
"Zanomaline Low Dose (54 mg)","PT|GASTROINTESTINAL DISORDERS","CONSTIPATION","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|GASTROINTESTINAL DISORDERS","CONSTIPATION","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|GASTROINTESTINAL DISORDERS","CONSTIPATION","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|GASTROINTESTINAL DISORDERS","CONSTIPATION","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|GASTROINTESTINAL DISORDERS","CONSTIPATION","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|GASTROINTESTINAL DISORDERS","CONSTIPATION","incidence","n_events",0
"Placebo","PT|GASTROINTESTINAL DISORDERS","DIARRHOEA","incidence","n_subjects",9
"Placebo","PT|GASTROINTESTINAL DISORDERS","DIARRHOEA","incidence","pct_subjects",10.4651162790698
"Placebo","PT|GASTROINTESTINAL DISORDERS","DIARRHOEA","incidence","n_events",10
"Zanomaline Low Dose (54 mg)","PT|GASTROINTESTINAL DISORDERS","DIARRHOEA","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|GASTROINTESTINAL DISORDERS","DIARRHOEA","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|GASTROINTESTINAL DISORDERS","DIARRHOEA","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|GASTROINTESTINAL DISORDERS","DIARRHOEA","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|GASTROINTESTINAL DISORDERS","DIARRHOEA","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|GASTROINTESTINAL DISORDERS","DIARRHOEA","incidence","n_events",0
"Placebo","PT|GASTROINTESTINAL DISORDERS","DYSPEPSIA","incidence","n_subjects",1
"Placebo","PT|GASTROINTESTINAL DISORDERS","DYSPEPSIA","incidence","pct_subjects",1.16279069767442
"Placebo","PT|GASTROINTESTINAL DISORDERS","DYSPEPSIA","incidence","n_events",2
"Zanomaline Low Dose (54 mg)","PT|GASTROINTESTINAL DISORDERS","DYSPEPSIA","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|GASTROINTESTINAL DISORDERS","DYSPEPSIA","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|GASTROINTESTINAL DISORDERS","DYSPEPSIA","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|GASTROINTESTINAL DISORDERS","DYSPEPSIA","incidence","n_subjects",0
