"group1","variable","variable_level","context","stat_name","stat"
"Placebo","PT|CARDIAC DISORDERS","ATRIAL HYPERTROPHY [REMOTE]","incidence","pct_subjects",1.16279069767442
"Placebo","PT|CARDIAC DISORDERS","ATRIAL HYPERTROPHY [REMOTE]","incidence","n_events",2
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","ATRIAL HYPERTROPHY [REMOTE]","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","ATRIAL HYPERTROPHY [REMOTE]","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","ATRIAL HYPERTROPHY [REMOTE]","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","ATRIAL HYPERTROPHY [REMOTE]","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","ATRIAL HYPERTROPHY [REMOTE]","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","ATRIAL HYPERTROPHY [REMOTE]","incidence","n_events",0
"Placebo","PT|CARDIAC DISORDERS","ATRIOVENTRICULAR BLOCK FIRST DEGREE [POSSIBLE]","incidence","n_subjects",1
"Placebo","PT|CARDIAC DISORDERS","ATRIOVENTRICULAR BLOCK FIRST DEGREE [POSSIBLE]","incidence","pct_subjects",1.16279069767442
"Placebo","PT|CARDIAC DISORDERS","ATRIOVENTRICULAR BLOCK FIRST DEGREE [POSSIBLE]","incidence","n_events",1
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","ATRIOVENTRICULAR BLOCK FIRST DEGREE [POSSIBLE]","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","ATRIOVENTRICULAR BLOCK FIRST DEGREE [POSSIBLE]","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","ATRIOVENTRICULAR BLOCK FIRST DEGREE [POSSIBLE]","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","ATRIOVENTRICULAR BLOCK FIRST DEGREE [POSSIBLE]","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","ATRIOVENTRICULAR BLOCK FIRST DEGREE [POSSIBLE]","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","ATRIOVENTRICULAR BLOCK FIRST DEGREE [POSSIBLE]","incidence","n_events",0
"Placebo","PT|CARDIAC DISORDERS","ATRIOVENTRICULAR BLOCK SECOND DEGREE [POSSIBLE]","incidence","n_subjects",1
"Placebo","PT|CARDIAC DISORDERS","ATRIOVENTRICULAR BLOCK SECOND DEGREE [POSSIBLE]","incidence","pct_subjects",1.16279069767442
"Placebo","PT|CARDIAC DISORDERS","ATRIOVENTRICULAR BLOCK SECOND DEGREE [POSSIBLE]","incidence","n_events",1
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","ATRIOVENTRICULAR BLOCK SECOND DEGREE [POSSIBLE]","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","ATRIOVENTRICULAR BLOCK SECOND DEGREE [POSSIBLE]","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","ATRIOVENTRICULAR BLOCK SECOND DEGREE [POSSIBLE]","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","ATRIOVENTRICULAR BLOCK SECOND DEGREE [POSSIBLE]","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","ATRIOVENTRICULAR BLOCK SECOND DEGREE [POSSIBLE]","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","ATRIOVENTRICULAR BLOCK SECOND DEGREE [POSSIBLE]","incidence","n_events",0
"Placebo","PT|CARDIAC DISORDERS","BRADYCARDIA [POSSIBLE]","incidence","n_subjects",1
"Placebo","PT|CARDIAC DISORDERS","BRADYCARDIA [POSSIBLE]","incidence","pct_subjects",1.16279069767442
"Placebo","PT|CARDIAC DISORDERS","BRADYCARDIA [POSSIBLE]","incidence","n_events",4
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","BRADYCARDIA [POSSIBLE]","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","BRADYCARDIA [POSSIBLE]","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","BRADYCARDIA [POSSIBLE]","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","BRADYCARDIA [POSSIBLE]","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","BRADYCARDIA [POSSIBLE]","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","BRADYCARDIA [POSSIBLE]","incidence","n_events",0
"Placebo","PT|CARDIAC DISORDERS","BUNDLE BRANCH BLOCK LEFT [NONE]","incidence","n_subjects",1
"Placebo","PT|CARDIAC DISORDERS","BUNDLE BRANCH BLOCK LEFT [NONE]","incidence","pct_subjects",1.16279069767442
"Placebo","PT|CARDIAC DISORDERS","BUNDLE BRANCH BLOCK LEFT [NONE]","incidence","n_events",1
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","BUNDLE BRANCH BLOCK LEFT [NONE]","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","BUNDLE BRANCH BLOCK LEFT [NONE]","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","BUNDLE BRANCH BLOCK LEFT [NONE]","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","BUNDLE BRANCH BLOCK LEFT [NONE]","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","BUNDLE BRANCH BLOCK LEFT [NONE]","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","BUNDLE BRANCH BLOCK LEFT [NONE]","incidence","n_events",0
"Placebo","PT|CARDIAC DISORDERS","BUNDLE BRANCH BLOCK RIGHT [REMOTE]","incidence","n_subjects",1
"Placebo","PT|CARDIAC DISORDERS","BUNDLE BRANCH BLOCK RIGHT [REMOTE]","incidence","pct_subjects",1.16279069767442
"Placebo","PT|CARDIAC DISORDERS","BUNDLE BRANCH BLOCK RIGHT [REMOTE]","incidence","n_events",2
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","BUNDLE BRANCH BLOCK RIGHT [REMOTE]","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","BUNDLE BRANCH BLOCK RIGHT [REMOTE]","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","BUNDLE BRANCH BLOCK RIGHT [REMOTE]","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","BUNDLE BRANCH BLOCK RIGHT [REMOTE]","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","BUNDLE BRANCH BLOCK RIGHT [REMOTE]","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","BUNDLE BRANCH BLOCK RIGHT [REMOTE]","incidence","n_events",0
"Placebo","PT|CARDIAC DISORDERS","CARDIAC FAILURE CONGESTIVE [POSSIBLE]","incidence","n_subjects",1
"Placebo","PT|CARDIAC DISORDERS","CARDIAC FAILURE CONGESTIVE [POSSIBLE]","incidence","pct_subjects",1.16279069767442
"Placebo","PT|CARDIAC DISORDERS","CARDIAC FAILURE CONGESTIVE [POSSIBLE]","incidence","n_events",1
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","CARDIAC FAILURE CONGESTIVE [POSSIBLE]","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","CARDIAC FAILURE CONGESTIVE [POSSIBLE]","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","CARDIAC FAILURE CONGESTIVE [POSSIBLE]","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","CARDIAC FAILURE CONGESTIVE [POSSIBLE]","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","CARDIAC FAILURE CONGESTIVE [POSSIBLE]","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","CARDIAC FAILURE CONGESTIVE [POSSIBLE]","incidence","n_events",0
"Placebo","PT|CARDIAC DISORDERS","MYOCARDIAL INFARCTION [POSSIBLE]","incidence","n_subjects",2
"Placebo","PT|CARDIAC DISORDERS","MYOCARDIAL INFARCTION [POSSIBLE]","incidence","pct_subjects",2.32558139534884
"Placebo","PT|CARDIAC DISORDERS","MYOCARDIAL INFARCTION [POSSIBLE]","incidence","n_events",2
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","MYOCARDIAL INFARCTION [POSSIBLE]","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","MYOCARDIAL INFARCTION [POSSIBLE]","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","MYOCARDIAL INFARCTION [POSSIBLE]","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","MYOCARDIAL INFARCTION [POSSIBLE]","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","MYOCARDIAL INFARCTION [POSSIBLE]","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","MYOCARDIAL INFARCTION [POSSIBLE]","incidence","n_events",0
"Placebo","PT|CARDIAC DISORDERS","MYOCARDIAL INFARCTION [REMOTE]","incidence","n_subjects",2
"Placebo","PT|CARDIAC DISORDERS","MYOCARDIAL INFARCTION [REMOTE]","incidence","pct_subjects",2.32558139534884
"Placebo","PT|CARDIAC DISORDERS","MYOCARDIAL INFARCTION [REMOTE]","incidence","n_events",2
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","MYOCARDIAL INFARCTION [REMOTE]","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","MYOCARDIAL INFARCTION [REMOTE]","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","MYOCARDIAL INFARCTION [REMOTE]","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","MYOCARDIAL INFARCTION [REMOTE]","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","MYOCARDIAL INFARCTION [REMOTE]","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","MYOCARDIAL INFARCTION [REMOTE]","incidence","n_events",0
"Placebo","PT|CARDIAC DISORDERS","SINUS ARRHYTHMIA [POSSIBLE]","incidence","n_subjects",1
"Placebo","PT|CARDIAC DISORDERS","SINUS ARRHYTHMIA [POSSIBLE]","incidence","pct_subjects",1.16279069767442
"Placebo","PT|CARDIAC DISORDERS","SINUS ARRHYTHMIA [POSSIBLE]","incidence","n_events",2
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","SINUS ARRHYTHMIA [POSSIBLE]","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","SINUS ARRHYTHMIA [POSSIBLE]","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","SINUS ARRHYTHMIA [POSSIBLE]","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","SINUS ARRHYTHMIA [POSSIBLE]","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","SINUS ARRHYTHMIA [POSSIBLE]","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","SINUS ARRHYTHMIA [POSSIBLE]","incidence","n_events",0
"Placebo","PT|CARDIAC DISORDERS","SINUS BRADYCARDIA [POSSIBLE]","incidence","n_subjects",2
"Placebo","PT|CARDIAC DISORDERS","SINUS BRADYCARDIA [POSSIBLE]","incidence","pct_subjects",2.32558139534884
"Placebo","PT|CARDIAC DISORDERS","SINUS BRADYCARDIA [POSSIBLE]","incidence","n_events",2
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","SINUS BRADYCARDIA [POSSIBLE]","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","SINUS BRADYCARDIA [POSSIBLE]","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","SINUS BRADYCARDIA [POSSIBLE]","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","SINUS BRADYCARDIA [POSSIBLE]","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","SINUS BRADYCARDIA [POSSIBLE]","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","SINUS BRADYCARDIA [POSSIBLE]","incidence","n_events",0
"Placebo","PT|CARDIAC DISORDERS","SUPRAVENTRICULAR EXTRASYSTOLES [REMOTE]","incidence","n_subjects",1
"Placebo","PT|CARDIAC DISORDERS","SUPRAVENTRICULAR EXTRASYSTOLES [REMOTE]","incidence","pct_subjects",1.16279069767442
"Placebo","PT|CARDIAC DISORDERS","SUPRAVENTRICULAR EXTRASYSTOLES [REMOTE]","incidence","n_events",2
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","SUPRAVENTRICULAR EXTRASYSTOLES [REMOTE]","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","SUPRAVENTRICULAR EXTRASYSTOLES [REMOTE]","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","SUPRAVENTRICULAR EXTRASYSTOLES [REMOTE]","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","SUPRAVENTRICULAR EXTRASYSTOLES [REMOTE]","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","SUPRAVENTRICULAR EXTRASYSTOLES [REMOTE]","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","SUPRAVENTRICULAR EXTRASYSTOLES [REMOTE]","incidence","n_events",0
"Placebo","PT|CARDIAC DISORDERS","TACHYCARDIA [REMOTE]","incidence","n_subjects",1
"Placebo","PT|CARDIAC DISORDERS","TACHYCARDIA [REMOTE]","incidence","pct_subjects",1.16279069767442
"Placebo","PT|CARDIAC DISORDERS","TACHYCARDIA [REMOTE]","incidence","n_events",2
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","TACHYCARDIA [REMOTE]","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","TACHYCARDIA [REMOTE]","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","TACHYCARDIA [REMOTE]","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","TACHYCARDIA [REMOTE]","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","TACHYCARDIA [REMOTE]","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","TACHYCARDIA [REMOTE]","incidence","n_events",0
"Placebo","PT|CARDIAC DISORDERS","VENTRICULAR HYPERTROPHY [REMOTE]","incidence","n_subjects",1
"Placebo","PT|CARDIAC DISORDERS","VENTRICULAR HYPERTROPHY [REMOTE]","incidence","pct_subjects",1.16279069767442
"Placebo","PT|CARDIAC DISORDERS","VENTRICULAR HYPERTROPHY [REMOTE]","incidence","n_events",1
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","VENTRICULAR HYPERTROPHY [REMOTE]","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","VENTRICULAR HYPERTROPHY [REMOTE]","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","VENTRICULAR HYPERTROPHY [REMOTE]","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","VENTRICULAR HYPERTROPHY [REMOTE]","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","VENTRICULAR HYPERTROPHY [REMOTE]","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","VENTRICULAR HYPERTROPHY [REMOTE]","incidence","n_events",0
"Placebo","SOC","EAR AND LABYRINTH DISORDERS","incidence","n_subjects",1
"Placebo","SOC","EAR AND LABYRINTH DISORDERS","incidence","pct_subjects",1.16279069767442
"Placebo","SOC","EAR AND LABYRINTH DISORDERS","incidence","n_events",2
"Zanomaline Low Dose (54 mg)","SOC","EAR AND LABYRINTH DISORDERS","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","SOC","EAR AND LABYRINTH DISORDERS","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","SOC","EAR AND LABYRINTH DISORDERS","incidence","n_events",0
"Zanomaline High Dose (81 mg)","SOC","EAR AND LABYRINTH DISORDERS","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","SOC","EAR AND LABYRINTH DISORDERS","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","SOC","EAR AND LABYRINTH DISORDERS","incidence","n_events",0
"Placebo","PT|EAR AND LABYRINTH DISORDERS","EAR PAIN [NONE]","incidence","n_subjects",1
"Placebo","PT|EAR AND LABYRINTH DISORDERS","EAR PAIN [NONE]","incidence","pct_subjects",1.16279069767442
"Placebo","PT|EAR AND LABYRINTH DISORDERS","EAR PAIN [NONE]","incidence","n_events",2
"Zanomaline Low Dose (54 mg)","PT|EAR AND LABYRINTH DISORDERS","EAR PAIN [NONE]","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|EAR AND LABYRINTH DISORDERS","EAR PAIN [NONE]","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|EAR AND LABYRINTH DISORDERS","EAR PAIN [NONE]","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|EAR AND LABYRINTH DISORDERS","EAR PAIN [NONE]","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|EAR AND LABYRINTH DISORDERS","EAR PAIN [NONE]","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|EAR AND LABYRINTH DISORDERS","EAR PAIN [NONE]","incidence","n_events",0
"Placebo","SOC","EYE DISORDERS","incidence","n_subjects",2
"Placebo","SOC","EYE DISORDERS","incidence","pct_subjects",2.32558139534884
"Placebo","SOC","EYE DISORDERS","incidence","n_events",5
"Zanomaline Low Dose (54 mg)","SOC","EYE DISORDERS","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","SOC","EYE DISORDERS","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","SOC","EYE DISORDERS","incidence","n_events",0
"Zanomaline High Dose (81 mg)","SOC","EYE DISORDERS","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","SOC","EYE DISORDERS","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","SOC","EYE DISORDERS","incidence","n_events",0
"Placebo","PT|EYE DISORDERS","CONJUNCTIVITIS [REMOTE]","incidence","n_subjects",1
"Placebo","PT|EYE DISORDERS","CONJUNCTIVITIS [REMOTE]","incidence","pct_subjects",1.16279069767442
"Placebo","PT|EYE DISORDERS","CONJUNCTIVITIS [REMOTE]","incidence","n_events",2
"Zanomaline Low Dose (54 mg)","PT|EYE DISORDERS","CONJUNCTIVITIS [REMOTE]","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|EYE DISORDERS","CONJUNCTIVITIS [REMOTE]","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|EYE DISORDERS","CONJUNCTIVITIS [REMOTE]","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|EYE DISORDERS","CONJUNCTIVITIS [REMOTE]","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|EYE DISORDERS","CONJUNCTIVITIS [REMOTE]","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|EYE DISORDERS","CONJUNCTIVITIS [REMOTE]","incidence","n_events",0
"Placebo","PT|EYE DISORDERS","EYE ALLERGY [NONE]","incidence","n_subjects",1
"Placebo","PT|EYE DISORDERS","EYE ALLERGY [NONE]","incidence","pct_subjects",1.16279069767442
"Placebo","PT|EYE DISORDERS","EYE ALLERGY [NONE]","incidence","n_events",1
"Zanomaline Low Dose (54 mg)","PT|EYE DISORDERS","EYE ALLERGY [NONE]","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|EYE DISORDERS","EYE ALLERGY [NONE]","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|EYE DISORDERS","EYE ALLERGY [NONE]","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|EYE DISORDERS","EYE ALLERGY [NONE]","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|EYE DISORDERS","EYE ALLERGY [NONE]","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|EYE DISORDERS","EYE ALLERGY [NONE]","incidence","n_events",0
"Placebo","PT|EYE DISORDERS","EYE PRURITUS [REMOTE]","incidence","n_subjects",1
"Placebo","PT|EYE DISORDERS","EYE PRURITUS [REMOTE]","incidence","pct_subjects",1.16279069767442
"Placebo","PT|EYE DISORDERS","EYE PRURITUS [REMOTE]","incidence","n_events",1
"Zanomaline Low Dose (54 mg)","PT|EYE DISORDERS","EYE PRURITUS [REMOTE]","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|EYE DISORDERS","EYE PRURITUS [REMOTE]","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|EYE DISORDERS","EYE PRURITUS [REMOTE]","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|EYE DISORDERS","EYE PRURITUS [REMOTE]","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|EYE DISORDERS","EYE PRURITUS [REMOTE]","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|EYE DISORDERS","EYE PRURITUS [REMOTE]","incidence","n_events",0
"Placebo","PT|EYE DISORDERS","EYE SWELLING [NONE]","incidence","n_subjects",1
"Placebo","PT|EYE DISORDERS","EYE SWELLING [NONE]","incidence","pct_subjects",1.16279069767442
"Placebo","PT|EYE DISORDERS","EYE SWELLING [NONE]","incidence","n_events",1
"Zanomaline Low Dose (54 mg)","PT|EYE DISORDERS","EYE SWELLING [NONE]","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|EYE DISORDERS","EYE SWELLING [NONE]","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|EYE DISORDERS","EYE SWELLING [NONE]","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|EYE DISORDERS","EYE SWELLING [NONE]","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|EYE DISORDERS","EYE SWELLING [NONE]","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|EYE DISORDERS","EYE SWELLING [NONE]","incidence","n_events",0
"Placebo","SOC","GASTROINTESTINAL DISORDERS","incidence","n_subjects",17
"Placebo","SOC","GASTROINTESTINAL DISORDERS","incidence","pct_subjects",19.7674418604651
"Placebo","SOC","GASTROINTESTINAL DISORDERS","incidence","n_events",26
"Zanomaline Low Dose (54 mg)","SOC","GASTROINTESTINAL DISORDERS","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","SOC","GASTROINTESTINAL DISORDERS","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","SOC","GASTROINTESTINAL DISORDERS","incidence","n_events",0
"Zanomaline High Dose (81 mg)","SOC","GASTROINTESTINAL DISORDERS","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","SOC","GASTROINTESTINAL DISORDERS","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","SOC","GASTROINTESTINAL DISORDERS","incidence","n_events",0
"Placebo","PT|GASTROINTESTINAL DISORDERS","ABDOMINAL PAIN [REMOTE]","incidence","n_subjects",1
"Placebo","PT|GASTROINTESTINAL DISORDERS","ABDOMINAL PAIN [REMOTE]","incidence","pct_subjects",1.16279069767442
