"group1","variable","variable_level","context","stat_name","stat"
"Placebo","PT|CARDIAC DISORDERS","ATRIAL HYPERTROPHY [MILD]","incidence","pct_subjects",1.16279069767442
"Placebo","PT|CARDIAC DISORDERS","ATRIAL HYPERTROPHY [MILD]","incidence","n_events",1
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","ATRIAL HYPERTROPHY [MILD]","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","ATRIAL HYPERTROPHY [MILD]","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","ATRIAL HYPERTROPHY [MILD]","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","ATRIAL HYPERTROPHY [MILD]","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","ATRIAL HYPERTROPHY [MILD]","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","ATRIAL HYPERTROPHY [MILD]","incidence","n_events",0
"Placebo","PT|CARDIAC DISORDERS","ATRIOVENTRICULAR BLOCK FIRST DEGREE [MILD]","incidence","n_subjects",1
"Placebo","PT|CARDIAC DISORDERS","ATRIOVENTRICULAR BLOCK FIRST DEGREE [MILD]","incidence","pct_subjects",1.16279069767442
"Placebo","PT|CARDIAC DISORDERS","ATRIOVENTRICULAR BLOCK FIRST DEGREE [MILD]","incidence","n_events",1
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","ATRIOVENTRICULAR BLOCK FIRST DEGREE [MILD]","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","ATRIOVENTRICULAR BLOCK FIRST DEGREE [MILD]","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","ATRIOVENTRICULAR BLOCK FIRST DEGREE [MILD]","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","ATRIOVENTRICULAR BLOCK FIRST DEGREE [MILD]","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","ATRIOVENTRICULAR BLOCK FIRST DEGREE [MILD]","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","ATRIOVENTRICULAR BLOCK FIRST DEGREE [MILD]","incidence","n_events",0
"Placebo","PT|CARDIAC DISORDERS","ATRIOVENTRICULAR BLOCK SECOND DEGREE [MILD]","incidence","n_subjects",1
"Placebo","PT|CARDIAC DISORDERS","ATRIOVENTRICULAR BLOCK SECOND DEGREE [MILD]","incidence","pct_subjects",1.16279069767442
"Placebo","PT|CARDIAC DISORDERS","ATRIOVENTRICULAR BLOCK SECOND DEGREE [MILD]","incidence","n_events",1
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","ATRIOVENTRICULAR BLOCK SECOND DEGREE [MILD]","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","ATRIOVENTRICULAR BLOCK SECOND DEGREE [MILD]","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","ATRIOVENTRICULAR BLOCK SECOND DEGREE [MILD]","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","ATRIOVENTRICULAR BLOCK SECOND DEGREE [MILD]","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","ATRIOVENTRICULAR BLOCK SECOND DEGREE [MILD]","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","ATRIOVENTRICULAR BLOCK SECOND DEGREE [MILD]","incidence","n_events",0
"Placebo","PT|CARDIAC DISORDERS","BRADYCARDIA [MILD]","incidence","n_subjects",1
"Placebo","PT|CARDIAC DISORDERS","BRADYCARDIA [MILD]","incidence","pct_subjects",1.16279069767442
"Placebo","PT|CARDIAC DISORDERS","BRADYCARDIA [MILD]","incidence","n_events",1
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","BRADYCARDIA [MILD]","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","BRADYCARDIA [MILD]","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","BRADYCARDIA [MILD]","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","BRADYCARDIA [MILD]","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","BRADYCARDIA [MILD]","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","BRADYCARDIA [MILD]","incidence","n_events",0
"Placebo","PT|CARDIAC DISORDERS","BUNDLE BRANCH BLOCK LEFT [MILD]","incidence","n_subjects",1
"Placebo","PT|CARDIAC DISORDERS","BUNDLE BRANCH BLOCK LEFT [MILD]","incidence","pct_subjects",1.16279069767442
"Placebo","PT|CARDIAC DISORDERS","BUNDLE BRANCH BLOCK LEFT [MILD]","incidence","n_events",1
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","BUNDLE BRANCH BLOCK LEFT [MILD]","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","BUNDLE BRANCH BLOCK LEFT [MILD]","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","BUNDLE BRANCH BLOCK LEFT [MILD]","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","BUNDLE BRANCH BLOCK LEFT [MILD]","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","BUNDLE BRANCH BLOCK LEFT [MILD]","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","BUNDLE BRANCH BLOCK LEFT [MILD]","incidence","n_events",0
"Placebo","PT|CARDIAC DISORDERS","BUNDLE BRANCH BLOCK RIGHT [MILD]","incidence","n_subjects",1
"Placebo","PT|CARDIAC DISORDERS","BUNDLE BRANCH BLOCK RIGHT [MILD]","incidence","pct_subjects",1.16279069767442
"Placebo","PT|CARDIAC DISORDERS","BUNDLE BRANCH BLOCK RIGHT [MILD]","incidence","n_events",1
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","BUNDLE BRANCH BLOCK RIGHT [MILD]","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","BUNDLE BRANCH BLOCK RIGHT [MILD]","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","BUNDLE BRANCH BLOCK RIGHT [MILD]","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","BUNDLE BRANCH BLOCK RIGHT [MILD]","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","BUNDLE BRANCH BLOCK RIGHT [MILD]","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","BUNDLE BRANCH BLOCK RIGHT [MILD]","incidence","n_events",0
"Placebo","PT|CARDIAC DISORDERS","CARDIAC FAILURE CONGESTIVE [MODERATE]","incidence","n_subjects",1
"Placebo","PT|CARDIAC DISORDERS","CARDIAC FAILURE CONGESTIVE [MODERATE]","incidence","pct_subjects",1.16279069767442
"Placebo","PT|CARDIAC DISORDERS","CARDIAC FAILURE CONGESTIVE [MODERATE]","incidence","n_events",1
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","CARDIAC FAILURE CONGESTIVE [MODERATE]","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","CARDIAC FAILURE CONGESTIVE [MODERATE]","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","CARDIAC FAILURE CONGESTIVE [MODERATE]","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","CARDIAC FAILURE CONGESTIVE [MODERATE]","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","CARDIAC FAILURE CONGESTIVE [MODERATE]","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","CARDIAC FAILURE CONGESTIVE [MODERATE]","incidence","n_events",0
"Placebo","PT|CARDIAC DISORDERS","MYOCARDIAL INFARCTION [MILD]","incidence","n_subjects",1
"Placebo","PT|CARDIAC DISORDERS","MYOCARDIAL INFARCTION [MILD]","incidence","pct_subjects",1.16279069767442
"Placebo","PT|CARDIAC DISORDERS","MYOCARDIAL INFARCTION [MILD]","incidence","n_events",1
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","MYOCARDIAL INFARCTION [MILD]","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","MYOCARDIAL INFARCTION [MILD]","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","MYOCARDIAL INFARCTION [MILD]","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","MYOCARDIAL INFARCTION [MILD]","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","MYOCARDIAL INFARCTION [MILD]","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","MYOCARDIAL INFARCTION [MILD]","incidence","n_events",0
"Placebo","PT|CARDIAC DISORDERS","MYOCARDIAL INFARCTION [MODERATE]","incidence","n_subjects",1
"Placebo","PT|CARDIAC DISORDERS","MYOCARDIAL INFARCTION [MODERATE]","incidence","pct_subjects",1.16279069767442
"Placebo","PT|CARDIAC DISORDERS","MYOCARDIAL INFARCTION [MODERATE]","incidence","n_events",1
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","MYOCARDIAL INFARCTION [MODERATE]","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","MYOCARDIAL INFARCTION [MODERATE]","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","MYOCARDIAL INFARCTION [MODERATE]","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","MYOCARDIAL INFARCTION [MODERATE]","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","MYOCARDIAL INFARCTION [MODERATE]","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","MYOCARDIAL INFARCTION [MODERATE]","incidence","n_events",0
"Placebo","PT|CARDIAC DISORDERS","MYOCARDIAL INFARCTION [SEVERE]","incidence","n_subjects",2
"Placebo","PT|CARDIAC DISORDERS","MYOCARDIAL INFARCTION [SEVERE]","incidence","pct_subjects",2.32558139534884
"Placebo","PT|CARDIAC DISORDERS","MYOCARDIAL INFARCTION [SEVERE]","incidence","n_events",2
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","MYOCARDIAL INFARCTION [SEVERE]","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","MYOCARDIAL INFARCTION [SEVERE]","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","MYOCARDIAL INFARCTION [SEVERE]","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","MYOCARDIAL INFARCTION [SEVERE]","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","MYOCARDIAL INFARCTION [SEVERE]","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","MYOCARDIAL INFARCTION [SEVERE]","incidence","n_events",0
"Placebo","PT|CARDIAC DISORDERS","SINUS ARRHYTHMIA [MILD]","incidence","n_subjects",1
"Placebo","PT|CARDIAC DISORDERS","SINUS ARRHYTHMIA [MILD]","incidence","pct_subjects",1.16279069767442
"Placebo","PT|CARDIAC DISORDERS","SINUS ARRHYTHMIA [MILD]","incidence","n_events",1
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","SINUS ARRHYTHMIA [MILD]","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","SINUS ARRHYTHMIA [MILD]","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","SINUS ARRHYTHMIA [MILD]","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","SINUS ARRHYTHMIA [MILD]","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","SINUS ARRHYTHMIA [MILD]","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","SINUS ARRHYTHMIA [MILD]","incidence","n_events",0
"Placebo","PT|CARDIAC DISORDERS","SINUS BRADYCARDIA [MILD]","incidence","n_subjects",1
"Placebo","PT|CARDIAC DISORDERS","SINUS BRADYCARDIA [MILD]","incidence","pct_subjects",1.16279069767442
"Placebo","PT|CARDIAC DISORDERS","SINUS BRADYCARDIA [MILD]","incidence","n_events",1
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","SINUS BRADYCARDIA [MILD]","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","SINUS BRADYCARDIA [MILD]","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","SINUS BRADYCARDIA [MILD]","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","SINUS BRADYCARDIA [MILD]","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","SINUS BRADYCARDIA [MILD]","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","SINUS BRADYCARDIA [MILD]","incidence","n_events",0
"Placebo","PT|CARDIAC DISORDERS","SINUS BRADYCARDIA [MODERATE]","incidence","n_subjects",1
"Placebo","PT|CARDIAC DISORDERS","SINUS BRADYCARDIA [MODERATE]","incidence","pct_subjects",1.16279069767442
"Placebo","PT|CARDIAC DISORDERS","SINUS BRADYCARDIA [MODERATE]","incidence","n_events",1
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","SINUS BRADYCARDIA [MODERATE]","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","SINUS BRADYCARDIA [MODERATE]","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","SINUS BRADYCARDIA [MODERATE]","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","SINUS BRADYCARDIA [MODERATE]","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","SINUS BRADYCARDIA [MODERATE]","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","SINUS BRADYCARDIA [MODERATE]","incidence","n_events",0
"Placebo","PT|CARDIAC DISORDERS","SUPRAVENTRICULAR EXTRASYSTOLES [MILD]","incidence","n_subjects",1
"Placebo","PT|CARDIAC DISORDERS","SUPRAVENTRICULAR EXTRASYSTOLES [MILD]","incidence","pct_subjects",1.16279069767442
"Placebo","PT|CARDIAC DISORDERS","SUPRAVENTRICULAR EXTRASYSTOLES [MILD]","incidence","n_events",1
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","SUPRAVENTRICULAR EXTRASYSTOLES [MILD]","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","SUPRAVENTRICULAR EXTRASYSTOLES [MILD]","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","SUPRAVENTRICULAR EXTRASYSTOLES [MILD]","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","SUPRAVENTRICULAR EXTRASYSTOLES [MILD]","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","SUPRAVENTRICULAR EXTRASYSTOLES [MILD]","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","SUPRAVENTRICULAR EXTRASYSTOLES [MILD]","incidence","n_events",0
"Placebo","PT|CARDIAC DISORDERS","TACHYCARDIA [MODERATE]","incidence","n_subjects",1
"Placebo","PT|CARDIAC DISORDERS","TACHYCARDIA [MODERATE]","incidence","pct_subjects",1.16279069767442
"Placebo","PT|CARDIAC DISORDERS","TACHYCARDIA [MODERATE]","incidence","n_events",1
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","TACHYCARDIA [MODERATE]","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","TACHYCARDIA [MODERATE]","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","TACHYCARDIA [MODERATE]","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","TACHYCARDIA [MODERATE]","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","TACHYCARDIA [MODERATE]","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","TACHYCARDIA [MODERATE]","incidence","n_events",0
"Placebo","PT|CARDIAC DISORDERS","VENTRICULAR HYPERTROPHY [MILD]","incidence","n_subjects",1
"Placebo","PT|CARDIAC DISORDERS","VENTRICULAR HYPERTROPHY [MILD]","incidence","pct_subjects",1.16279069767442
"Placebo","PT|CARDIAC DISORDERS","VENTRICULAR HYPERTROPHY [MILD]","incidence","n_events",1
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","VENTRICULAR HYPERTROPHY [MILD]","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","VENTRICULAR HYPERTROPHY [MILD]","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|CARDIAC DISORDERS","VENTRICULAR HYPERTROPHY [MILD]","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","VENTRICULAR HYPERTROPHY [MILD]","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","VENTRICULAR HYPERTROPHY [MILD]","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|CARDIAC DISORDERS","VENTRICULAR HYPERTROPHY [MILD]","incidence","n_events",0
"Placebo","SOC","EAR AND LABYRINTH DISORDERS","incidence","n_subjects",1
"Placebo","SOC","EAR AND LABYRINTH DISORDERS","incidence","pct_subjects",1.16279069767442
"Placebo","SOC","EAR AND LABYRINTH DISORDERS","incidence","n_events",1
"Zanomaline Low Dose (54 mg)","SOC","EAR AND LABYRINTH DISORDERS","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","SOC","EAR AND LABYRINTH DISORDERS","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","SOC","EAR AND LABYRINTH DISORDERS","incidence","n_events",0
"Zanomaline High Dose (81 mg)","SOC","EAR AND LABYRINTH DISORDERS","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","SOC","EAR AND LABYRINTH DISORDERS","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","SOC","EAR AND LABYRINTH DISORDERS","incidence","n_events",0
"Placebo","PT|EAR AND LABYRINTH DISORDERS","EAR PAIN [MILD]","incidence","n_subjects",1
"Placebo","PT|EAR AND LABYRINTH DISORDERS","EAR PAIN [MILD]","incidence","pct_subjects",1.16279069767442
"Placebo","PT|EAR AND LABYRINTH DISORDERS","EAR PAIN [MILD]","incidence","n_events",1
"Zanomaline Low Dose (54 mg)","PT|EAR AND LABYRINTH DISORDERS","EAR PAIN [MILD]","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|EAR AND LABYRINTH DISORDERS","EAR PAIN [MILD]","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|EAR AND LABYRINTH DISORDERS","EAR PAIN [MILD]","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|EAR AND LABYRINTH DISORDERS","EAR PAIN [MILD]","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|EAR AND LABYRINTH DISORDERS","EAR PAIN [MILD]","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|EAR AND LABYRINTH DISORDERS","EAR PAIN [MILD]","incidence","n_events",0
"Placebo","SOC","EYE DISORDERS","incidence","n_subjects",2
"Placebo","SOC","EYE DISORDERS","incidence","pct_subjects",2.32558139534884
"Placebo","SOC","EYE DISORDERS","incidence","n_events",4
"Zanomaline Low Dose (54 mg)","SOC","EYE DISORDERS","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","SOC","EYE DISORDERS","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","SOC","EYE DISORDERS","incidence","n_events",0
"Zanomaline High Dose (81 mg)","SOC","EYE DISORDERS","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","SOC","EYE DISORDERS","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","SOC","EYE DISORDERS","incidence","n_events",0
"Placebo","PT|EYE DISORDERS","CONJUNCTIVITIS [MODERATE]","incidence","n_subjects",1
"Placebo","PT|EYE DISORDERS","CONJUNCTIVITIS [MODERATE]","incidence","pct_subjects",1.16279069767442
"Placebo","PT|EYE DISORDERS","CONJUNCTIVITIS [MODERATE]","incidence","n_events",1
"Zanomaline Low Dose (54 mg)","PT|EYE DISORDERS","CONJUNCTIVITIS [MODERATE]","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|EYE DISORDERS","CONJUNCTIVITIS [MODERATE]","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|EYE DISORDERS","CONJUNCTIVITIS [MODERATE]","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|EYE DISORDERS","CONJUNCTIVITIS [MODERATE]","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|EYE DISORDERS","CONJUNCTIVITIS [MODERATE]","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|EYE DISORDERS","CONJUNCTIVITIS [MODERATE]","incidence","n_events",0
"Placebo","PT|EYE DISORDERS","EYE ALLERGY [MILD]","incidence","n_subjects",1
"Placebo","PT|EYE DISORDERS","EYE ALLERGY [MILD]","incidence","pct_subjects",1.16279069767442
"Placebo","PT|EYE DISORDERS","EYE ALLERGY [MILD]","incidence","n_events",1
"Zanomaline Low Dose (54 mg)","PT|EYE DISORDERS","EYE ALLERGY [MILD]","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|EYE DISORDERS","EYE ALLERGY [MILD]","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|EYE DISORDERS","EYE ALLERGY [MILD]","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|EYE DISORDERS","EYE ALLERGY [MILD]","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|EYE DISORDERS","EYE ALLERGY [MILD]","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|EYE DISORDERS","EYE ALLERGY [MILD]","incidence","n_events",0
"Placebo","PT|EYE DISORDERS","EYE PRURITUS [MILD]","incidence","n_subjects",1
"Placebo","PT|EYE DISORDERS","EYE PRURITUS [MILD]","incidence","pct_subjects",1.16279069767442
"Placebo","PT|EYE DISORDERS","EYE PRURITUS [MILD]","incidence","n_events",1
"Zanomaline Low Dose (54 mg)","PT|EYE DISORDERS","EYE PRURITUS [MILD]","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|EYE DISORDERS","EYE PRURITUS [MILD]","incidence","pct_subjects",
"Zanomaline Low Dose (54 mg)","PT|EYE DISORDERS","EYE PRURITUS [MILD]","incidence","n_events",0
"Zanomaline High Dose (81 mg)","PT|EYE DISORDERS","EYE PRURITUS [MILD]","incidence","n_subjects",0
"Zanomaline High Dose (81 mg)","PT|EYE DISORDERS","EYE PRURITUS [MILD]","incidence","pct_subjects",
"Zanomaline High Dose (81 mg)","PT|EYE DISORDERS","EYE PRURITUS [MILD]","incidence","n_events",0
"Placebo","PT|EYE DISORDERS","EYE SWELLING [MILD]","incidence","n_subjects",1
"Placebo","PT|EYE DISORDERS","EYE SWELLING [MILD]","incidence","pct_subjects",1.16279069767442
"Placebo","PT|EYE DISORDERS","EYE SWELLING [MILD]","incidence","n_events",1
"Zanomaline Low Dose (54 mg)","PT|EYE DISORDERS","EYE SWELLING [MILD]","incidence","n_subjects",0
"Zanomaline Low Dose (54 mg)","PT|EYE DISORDERS","EYE SWELLING [MILD]","incidence","pct_subjects",
